"cod_materia","codenservicio_mat","nombre_mat","tipo_descriptor","cod_condicion","cod_condicion_padre","tipo","cantmaterias","cod_plan","cantcreditos","cod_grupo","nombre_grupo","cod_elemento","tipo_instancia","nombre_mat-2","codenservicio_mat-2"
"20484","1944","ADMINISTRACION GENERAL PARA INGENIEROS","C","545373","545374","B","1","","","","","1577","C","ANTEPROYECTO III LATCHINIAN","310LA"
"20484","1944","ADMINISTRACION GENERAL PARA INGENIEROS","C","545373","545374","B","1","","","","","22113","C","TROMPETA 5","TROP5"
"20484","1944","ADMINISTRACION GENERAL PARA INGENIEROS","C","545373","545374","B","1","","","","","20859","C","MONOGRAFIA COMPETENCIA NOTORIA","51MCN"
"20484","1944","ADMINISTRACION GENERAL PARA INGENIEROS","C","545373","545374","B","1","","","","","20476","C","PSICOLOGIA MEDICA","674"
"20484","1944","ADMINISTRACION GENERAL PARA INGENIEROS","C","545374","545376","NOT","","","","","","","","",""
"20484","1944","ADMINISTRACION GENERAL PARA INGENIEROS","C","545375","545376","R","","365","140","","","","","",""
"20484","1944","ADMINISTRACION GENERAL PARA INGENIEROS","E","545377","545378","B","1","","","","","33303","E","INT. A LA ADMINISTRACION PARA INGENIEROS","1519"
"20484","1944","ADMINISTRACION GENERAL PARA INGENIEROS","E","545377","545378","B","1","","","","","32741","E","ADMINISTRACION DE EMPRESAS","2241"
"20484","1944","ADMINISTRACION GENERAL PARA INGENIEROS","E","545377","545378","B","1","","","","","33110","E","ORGANIZACIONES PARA INGENIEROS","1930"
"20484","1944","ADMINISTRACION GENERAL PARA INGENIEROS","E","545378","545380","NOT","","","","","","","","",""
"20484","1944","ADMINISTRACION GENERAL PARA INGENIEROS","E","545379","545380","R","","365","140","","","","","",""
"20484","1944","ADMINISTRACION GENERAL PARA INGENIEROS","E","545380","","AND","","","","","","","","",""
"20484","1944","ADMINISTRACION GENERAL PARA INGENIEROS","C","545376","","AND","","","","","","","","",""
"20455","1918","ADMINISTRACION Y SEGURIDAD DE SISTEMAS","C","224285","224286","B","1","","","","","63833","E","COMPL.ARQUITECTURA DE COMPUTADORAS","1453"
"20455","1918","ADMINISTRACION Y SEGURIDAD DE SISTEMAS","C","224285","224286","B","1","","","","","6161","C","TALLER DE ARQUITECTURA DE COMPUTADORAS","1445"
"20455","1918","ADMINISTRACION Y SEGURIDAD DE SISTEMAS","C","224285","224286","B","1","","","","","6160","C","ASPECTOS AVANZ. DE ARQ.DE COMPUTADORAS","1444"
"20455","1918","ADMINISTRACION Y SEGURIDAD DE SISTEMAS","C","224284","224286","M","","","","","","","","",""
"20455","1918","ADMINISTRACION Y SEGURIDAD DE SISTEMAS","C","224285","224286","B","1","","","","","33401","E","ARQUITECTURA DE COMPUTADORES 2","1425"
"20455","1918","ADMINISTRACION Y SEGURIDAD DE SISTEMAS","C","224288","224289","M","","","","","","","","",""
"20455","1918","ADMINISTRACION Y SEGURIDAD DE SISTEMAS","C","224287","224289","M","","","","","","","","",""
"20455","1918","ADMINISTRACION Y SEGURIDAD DE SISTEMAS","C","224286","224289","AND","","","","","","","","",""
"20455","1918","ADMINISTRACION Y SEGURIDAD DE SISTEMAS","C","224280","224290","B","1","","","","","4314","C","SISTEMAS OPERATIVOS","1511"
"20455","1918","ADMINISTRACION Y SEGURIDAD DE SISTEMAS","C","224279","224290","D","","","10","4066","GESTION EN ORGANIZACIONES","","","",""
"20455","1918","ADMINISTRACION Y SEGURIDAD DE SISTEMAS","C","224282","224290","B","1","","","","","4596","C","TALLER IV (ANUAL)","C402"
"20455","1918","ADMINISTRACION Y SEGURIDAD DE SISTEMAS","C","224282","224290","B","1","","","","","4527","C","INT. A LA INGENIERIA DE SOFTWARE","1716"
"20455","1918","ADMINISTRACION Y SEGURIDAD DE SISTEMAS","C","224281","224290","B","1","","","","","34086","E","CREDITOS ASIGNADOS POR REVALIDA","BD10"
"20455","1918","ADMINISTRACION Y SEGURIDAD DE SISTEMAS","C","224281","224290","B","1","","","","","33099","E","BASES DE DATOS","CP362"
"20455","1918","ADMINISTRACION Y SEGURIDAD DE SISTEMAS","C","224281","224290","B","1","","","","","4471","C","FUNDAMENTOS DE BASES DE DATOS","1911"
"20455","1918","ADMINISTRACION Y SEGURIDAD DE SISTEMAS","C","224280","224290","B","1","","","","","57870","C","SISTEMAS OPERATIVOS","1532"
"20455","1918","ADMINISTRACION Y SEGURIDAD DE SISTEMAS","C","224289","224290","OR","","","","","","","","",""
"20455","1918","ADMINISTRACION Y SEGURIDAD DE SISTEMAS","C","224283","224290","B","1","","","","","33100","E","COMUNICACION DE DATOS","CP364"
"20455","1918","ADMINISTRACION Y SEGURIDAD DE SISTEMAS","C","224283","224290","B","1","","","","","58200","C","REDES DE COMPUTADORAS","1446"
"20455","1918","ADMINISTRACION Y SEGURIDAD DE SISTEMAS","C","224283","224290","B","1","","","","","57917","C","INT. A LAS REDES DE COMPUTADORES","1406"
"20455","1918","ADMINISTRACION Y SEGURIDAD DE SISTEMAS","C","224280","224290","B","1","","","","","32702","E","SISTEMAS OPERATIVOS","CP31"
"20455","1918","ADMINISTRACION Y SEGURIDAD DE SISTEMAS","C","224280","224290","B","1","","","","","32170","E","SISTEMAS OPERATIVOS","C350"
"20455","1918","ADMINISTRACION Y SEGURIDAD DE SISTEMAS","C","224280","224290","B","1","","","","","5731","C","SISTEMAS OPERATIVOS","1537"
"20455","1918","ADMINISTRACION Y SEGURIDAD DE SISTEMAS","C","224280","224290","B","1","","","","","4441","C","SISTEMAS OPERATIVOS","1518"
"20455","1918","ADMINISTRACION Y SEGURIDAD DE SISTEMAS","C","224282","224290","B","1","","","","","4649","C","TALLER IV (1ER.SEM.)","CP363"
"20455","1918","ADMINISTRACION Y SEGURIDAD DE SISTEMAS","C","224283","224290","B","1","","","","","58213","C","INT. A LAS REDES DE COMPUTADORAS","1433"
"20455","1918","ADMINISTRACION Y SEGURIDAD DE SISTEMAS","C","224290","","AND","","","","","","","","",""
"24392","SRN03","ALGEBRA LINEAL I","E","651261","","N","","","","","","12497","C","ALGEBRA LINEAL I","SRN03"
"24408","SRN10","ALGEBRA LINEAL II","E","651861","651863","N","","","","","","40536","E","ALGEBRA LINEAL I","SRN03"
"24408","SRN10","ALGEBRA LINEAL II","E","651862","651863","N","","","","","","12503","C","ALGEBRA LINEAL II","SRN10"
"24408","SRN10","ALGEBRA LINEAL II","C","651262","","N","","","","","","12497","C","ALGEBRA LINEAL I","SRN03"
"24408","SRN10","ALGEBRA LINEAL II","E","651863","","AND","","","","","","","","",""
"20740","5914","ALGEBRA LINEAL NUMERICA","C","373402","373403","B","1","","","","","32701","E","PROGRAMACION III","CP29"
"20740","5914","ALGEBRA LINEAL NUMERICA","C","373401","373403","B","1","","","","","32630","E","CALCULO NUMERICO","CP16"
"20740","5914","ALGEBRA LINEAL NUMERICA","C","373401","373403","B","1","","","","","32935","E","METODOS NUMERICOS","1033"
"20740","5914","ALGEBRA LINEAL NUMERICA","C","373402","373403","B","1","","","","","32663","E","PROGRAMACION 3","1323"
"20740","5914","ALGEBRA LINEAL NUMERICA","C","373403","","AND","","","","","","","","",""
"52708","1637","ALGORITMOS EVOLUTIVOS","C","704453","704454","N","","","","","","4657","C","ALGORITMOS GENETICOS","1625"
"52708","1637","ALGORITMOS EVOLUTIVOS","C","704456","704457","M","","","","","","","","",""
"52708","1637","ALGORITMOS EVOLUTIVOS","C","704459","704460","B","2","","","","","4318","C","TALLER III (1ER.SEM.)","CP30"
"52708","1637","ALGORITMOS EVOLUTIVOS","C","704458","704460","N","","","","","","32687","E","PROGRAMACION 4","1324"
"52708","1637","ALGORITMOS EVOLUTIVOS","C","704459","704460","B","2","","","","","4494","C","TALLER III ( 2DO.SEM.)","CP71"
"52708","1637","ALGORITMOS EVOLUTIVOS","C","704455","704462","B","1","","","","","32686","E","INT. A LA INVESTIGACION DE OPERACIONES","1610"
"52708","1637","ALGORITMOS EVOLUTIVOS","C","704454","704462","NOT","","","","","","","","",""
"52708","1637","ALGORITMOS EVOLUTIVOS","C","704461","704462","B","1","","","","","32684","E","ANALISIS MATEMATICO II (P. 74)","CP25"
"52708","1637","ALGORITMOS EVOLUTIVOS","C","704461","704462","B","1","","","","","32623","E","ANALISIS MATEMATICO II","CP6"
"52708","1637","ALGORITMOS EVOLUTIVOS","C","704460","704462","OR","","","","","","","","",""
"52708","1637","ALGORITMOS EVOLUTIVOS","C","704457","704462","NOT","","","","","","","","",""
"52708","1637","ALGORITMOS EVOLUTIVOS","C","704455","704462","B","1","","","","","113692","E","INT. A LA INVESTIGACIÓN DE OPERACIONES","1650"
"52708","1637","ALGORITMOS EVOLUTIVOS","C","704455","704462","B","1","","","","","32699","E","INVESTIGACION OPERATIVA","CP27"
"52708","1637","ALGORITMOS EVOLUTIVOS","C","704461","704462","B","1","","","","","88359","E","CREDITOS NO ACUM PROB Y EST.","1025P"
"52708","1637","ALGORITMOS EVOLUTIVOS","C","704461","704462","B","1","","","","","33778","E","PROBABILIDAD Y ESTADISTICA","1075"
"52708","1637","ALGORITMOS EVOLUTIVOS","C","704461","704462","B","1","","","","","32632","E","PROBABILIDAD Y ESTADISTICA","1025"
"20796","1628","ALGORITMOS EVOLUTIVOS","C","704521","704523","B","2","","","","","4494","C","TALLER III ( 2DO.SEM.)","CP71"
"20796","1628","ALGORITMOS EVOLUTIVOS","C","704521","704523","B","2","","","","","4318","C","TALLER III (1ER.SEM.)","CP30"
"20796","1628","ALGORITMOS EVOLUTIVOS","C","704522","704523","N","","","","","","32687","E","PROGRAMACION 4","1324"
"20796","1628","ALGORITMOS EVOLUTIVOS","C","704525","704526","N","","","","","","4657","C","ALGORITMOS GENETICOS","1625"
"20796","1628","ALGORITMOS EVOLUTIVOS","C","704524","704527","B","1","","","","","33778","E","PROBABILIDAD Y ESTADISTICA","1075"
"20796","1628","ALGORITMOS EVOLUTIVOS","C","704526","704527","NOT","","","","","","","","",""
"20796","1628","ALGORITMOS EVOLUTIVOS","C","704524","704527","B","1","","","","","88359","E","CREDITOS NO ACUM PROB Y EST.","1025P"
"20796","1628","ALGORITMOS EVOLUTIVOS","C","704524","704527","B","1","","","","","32684","E","ANALISIS MATEMATICO II (P. 74)","CP25"
"20796","1628","ALGORITMOS EVOLUTIVOS","C","704524","704527","B","1","","","","","32632","E","PROBABILIDAD Y ESTADISTICA","1025"
"20796","1628","ALGORITMOS EVOLUTIVOS","C","704524","704527","B","1","","","","","32623","E","ANALISIS MATEMATICO II","CP6"
"20796","1628","ALGORITMOS EVOLUTIVOS","C","704523","704527","OR","","","","","","","","",""
"20796","1628","ALGORITMOS EVOLUTIVOS","C","704520","704527","B","1","","","","","113692","E","INT. A LA INVESTIGACIÓN DE OPERACIONES","1650"
"20796","1628","ALGORITMOS EVOLUTIVOS","C","704520","704527","B","1","","","","","32699","E","INVESTIGACION OPERATIVA","CP27"
"20796","1628","ALGORITMOS EVOLUTIVOS","C","704520","704527","B","1","","","","","32686","E","INT. A LA INVESTIGACION DE OPERACIONES","1610"
"20796","1628","ALGORITMOS EVOLUTIVOS","C","704527","","AND","","","","","","","","",""
"52708","1637","ALGORITMOS EVOLUTIVOS","C","704462","","AND","","","","","","","","",""
"42484","1634","ANALISIS DE DATOS EN REDES COMPLEJAS","C","704577","","B","1","","","","","4305","C","INT. A LA INVESTIGACION DE OPERACIONES","1610"
"42484","1634","ANALISIS DE DATOS EN REDES COMPLEJAS","C","704577","","B","1","","","","","103108","E","CREDITOS NO ACUM INT. A LA INVESTIGACION DE OPERACIONES","1610P"
"42484","1634","ANALISIS DE DATOS EN REDES COMPLEJAS","C","704577","","B","1","","","","","32699","E","INVESTIGACION OPERATIVA","CP27"
"42484","1634","ANALISIS DE DATOS EN REDES COMPLEJAS","C","704577","","B","1","","","","","113691","C","INT. A LA INVESTIGACIÓN DE OPERACIONES","1650"
"42482","1864","ANALISIS SEMANTICO DE LENGUAJE NATURAL","C","78286","78288","M","","","","","","","","",""
"42482","1864","ANALISIS SEMANTICO DE LENGUAJE NATURAL","C","78287","78288","M","","","","","","","","",""
"42482","1864","ANALISIS SEMANTICO DE LENGUAJE NATURAL","C","78288","","OR","","","","","","","","",""
"18415","1440","ANALISIS Y DISEÑO DE ALGORIT.DISTRIB.EN REDES","C","617322","617324","B","1","","","","","32663","E","PROGRAMACION 3","1323"
"18415","1440","ANALISIS Y DISEÑO DE ALGORIT.DISTRIB.EN REDES","C","617323","617324","B","1","","","","","101284","E","CREDITOS NO ACUM. CON REDES DE COMPUTADORAS","1446P"
"18415","1440","ANALISIS Y DISEÑO DE ALGORIT.DISTRIB.EN REDES","C","617323","617324","B","1","","","","","64663","E","ASPECTOS BASICOS DE REDES DE COMPUT","1454"
"18415","1440","ANALISIS Y DISEÑO DE ALGORIT.DISTRIB.EN REDES","C","617323","617324","B","1","","","","","33692","E","REDES DE COMPUTADORAS","1446"
"18415","1440","ANALISIS Y DISEÑO DE ALGORIT.DISTRIB.EN REDES","C","617323","617324","B","1","","","","","33535","E","INT. A LAS REDES DE COMPUTADORAS","1433"
"18415","1440","ANALISIS Y DISEÑO DE ALGORIT.DISTRIB.EN REDES","C","617323","617324","B","1","","","","","33100","E","COMUNICACION DE DATOS","CP364"
"18415","1440","ANALISIS Y DISEÑO DE ALGORIT.DISTRIB.EN REDES","C","617323","617324","B","1","","","","","33014","E","INT. A LAS REDES DE COMPUTADORES","1406"
"18415","1440","ANALISIS Y DISEÑO DE ALGORIT.DISTRIB.EN REDES","C","617322","617324","B","1","","","","","32701","E","PROGRAMACION III","CP29"
"18415","1440","ANALISIS Y DISEÑO DE ALGORIT.DISTRIB.EN REDES","C","617324","","AND","","","","","","","","",""
"66042","1872","APLICACIONES DEL ALGEBRA LINEAL","C","567026","567028","B","1","","","","","89298","E","CREDITOS NO ACUM CALCULO 1","1020P"
"66042","1872","APLICACIONES DEL ALGEBRA LINEAL","C","567026","567028","B","1","","","","","88356","E","CREDITOS NO ACUM CDIV","1061P"
"66042","1872","APLICACIONES DEL ALGEBRA LINEAL","C","567026","567028","B","1","","","","","77790","E","CALCULO DIF. E INTEGRAL EN UNA VARIABLE","1061"
"66042","1872","APLICACIONES DEL ALGEBRA LINEAL","C","567026","567028","B","1","","","","","34151","E","CALCULO 1","170Q"
"66042","1872","APLICACIONES DEL ALGEBRA LINEAL","C","567026","567028","B","1","","","","","33958","E","CREDITOS ASIGNADOS POR REVALIDA","CAL10"
"66042","1872","APLICACIONES DEL ALGEBRA LINEAL","C","567026","567028","B","1","","","","","33852","E","CREDITOS ASIGNADOS POR REVALIDA","CAL12"
"66042","1872","APLICACIONES DEL ALGEBRA LINEAL","C","567026","567028","B","1","","","","","33758","E","CALCULO 1","107L"
"66042","1872","APLICACIONES DEL ALGEBRA LINEAL","C","567026","567028","B","1","","","","","33646","E","CALCULO 1","1070"
"66042","1872","APLICACIONES DEL ALGEBRA LINEAL","C","567026","567028","B","1","","","","","33644","E","CALCULO 1 (ANUAL)","1052"
"66042","1872","APLICACIONES DEL ALGEBRA LINEAL","C","567026","567028","B","1","","","","","33172","E","CREDITOS ASIGNADOS POR REVALIDA","M13"
"66042","1872","APLICACIONES DEL ALGEBRA LINEAL","C","567026","567028","B","1","","","","","32589","E","CALCULO 1","1020"
"66042","1872","APLICACIONES DEL ALGEBRA LINEAL","C","567027","567028","B","1","","","","","56572","E","EMPRENDEDURISMO","PR34"
"66042","1872","APLICACIONES DEL ALGEBRA LINEAL","C","567027","567028","B","1","","","","","22323","C","PEDAGOGÍA (ELECTIVA)","EPG"
"66042","1872","APLICACIONES DEL ALGEBRA LINEAL","C","567027","567028","B","1","","","","","21727","","",""
"66042","1872","APLICACIONES DEL ALGEBRA LINEAL","C","567027","567028","B","1","","","","","21505","","",""
"66042","1872","APLICACIONES DEL ALGEBRA LINEAL","C","567027","567028","B","1","","","","","18843","C","DISEÑO,SIMULACION Y OPTIMIZ.DE PROCESOS","BL825"
"66042","1872","APLICACIONES DEL ALGEBRA LINEAL","C","567027","567028","B","1","","","","","21267","","",""
"66042","1872","APLICACIONES DEL ALGEBRA LINEAL","C","567027","567028","B","1","","","","","21310","","",""
"66042","1872","APLICACIONES DEL ALGEBRA LINEAL","C","567027","567028","B","1","","","","","18614","C","MÉTODOS CUANTITATIVOS","3D53"
"66042","1872","APLICACIONES DEL ALGEBRA LINEAL","C","567027","567028","B","1","","","","","18811","C","B.FLORAL,PALINOLOGIA Y CALIDAD DE MIELES","BL502"
"66042","1872","APLICACIONES DEL ALGEBRA LINEAL","C","567027","567028","B","1","","","","","18814","C","TECNOLOGIA DE LA CARNE","BQ121"
"66042","1872","APLICACIONES DEL ALGEBRA LINEAL","C","567028","","AND","","","","","","","","",""
"66042","1872","APLICACIONES DEL ALGEBRA LINEAL","E","567029","","N","","","","","","102465","C","APLICACIONES DEL ALGEBRA LINEAL","1872"
"18411","1438","APLICACIONES DE TEORIA DE LA INFORMACION AL PROC. DE IMAG.","C","822870","822871","B","1","","","","","32632","E","PROBABILIDAD Y ESTADISTICA","1025"
"18411","1438","APLICACIONES DE TEORIA DE LA INFORMACION AL PROC. DE IMAG.","C","822869","822871","B","1","","","","","33672","E","ARQUITECTURA DE COMPUTADORAS","1443"
"18411","1438","APLICACIONES DE TEORIA DE LA INFORMACION AL PROC. DE IMAG.","C","822870","822871","B","1","","","","","88359","E","CREDITOS NO ACUM PROB Y EST.","1025P"
"18411","1438","APLICACIONES DE TEORIA DE LA INFORMACION AL PROC. DE IMAG.","C","822869","822871","B","1","","","","","102368","E","CREDITOS NO ACUM. CON ARQUITECTURA DE COMPUTADORAS","1443P"
"18411","1438","APLICACIONES DE TEORIA DE LA INFORMACION AL PROC. DE IMAG.","C","822870","822871","B","1","","","","","33778","E","PROBABILIDAD Y ESTADISTICA","1075"
"18411","1438","APLICACIONES DE TEORIA DE LA INFORMACION AL PROC. DE IMAG.","C","822871","","AND","","","","","","","","",""
"50501","1866","APRENDIZAJE AUTOMATICO","C","503176","503179","N","","","","","","32636","E","MATEMATICA DISCRETA 2","1026"
"50501","1866","APRENDIZAJE AUTOMATICO","C","503177","503179","B","3","","","","","32619","E","ANALISIS MATEMATICO I","CP1"
"50501","1866","APRENDIZAJE AUTOMATICO","C","503178","503179","B","3","","","","","32622","E","LOGICA","CP4"
"50501","1866","APRENDIZAJE AUTOMATICO","C","503178","503179","B","3","","","","","32620","E","GEOMETRIA Y ALGEBRA LINEAL","CP2"
"50501","1866","APRENDIZAJE AUTOMATICO","C","503178","503179","B","3","","","","","32619","E","ANALISIS MATEMATICO I","CP1"
"50501","1866","APRENDIZAJE AUTOMATICO","C","503177","503179","B","3","","","","","32623","E","ANALISIS MATEMATICO II","CP6"
"50501","1866","APRENDIZAJE AUTOMATICO","C","503177","503179","B","3","","","","","32620","E","GEOMETRIA Y ALGEBRA LINEAL","CP2"
"50501","1866","APRENDIZAJE AUTOMATICO","C","503180","503182","N","","","","","","32687","E","PROGRAMACION 4","1324"
"50501","1866","APRENDIZAJE AUTOMATICO","C","503181","503182","B","2","","","","","4494","C","TALLER III ( 2DO.SEM.)","CP71"
"50501","1866","APRENDIZAJE AUTOMATICO","C","503181","503182","B","2","","","","","4318","C","TALLER III (1ER.SEM.)","CP30"
"50501","1866","APRENDIZAJE AUTOMATICO","C","503183","503184","M","","","","","","","","",""
"50501","1866","APRENDIZAJE AUTOMATICO","C","503186","503187","M","","","","","","","","",""
"50501","1866","APRENDIZAJE AUTOMATICO","C","503188","503189","M","","","","","","","","",""
"50501","1866","APRENDIZAJE AUTOMATICO","C","503192","503193","B","1","","","","","88359","E","CREDITOS NO ACUM PROB Y EST.","1025P"
"50501","1866","APRENDIZAJE AUTOMATICO","C","503187","503193","NOT","","","","","","","","",""
"50501","1866","APRENDIZAJE AUTOMATICO","C","503185","503193","M","","","","","","","","",""
"50501","1866","APRENDIZAJE AUTOMATICO","C","503184","503193","NOT","","","","","","","","",""
"50501","1866","APRENDIZAJE AUTOMATICO","C","503182","503193","OR","","","","","","","","",""
"50501","1866","APRENDIZAJE AUTOMATICO","C","503179","503193","OR","","","","","","","","",""
"50501","1866","APRENDIZAJE AUTOMATICO","C","503190","503193","B","1","","","","","75527","E","LOGICA MODALIDAD AL REVES","1013"
"50501","1866","APRENDIZAJE AUTOMATICO","C","503191","503193","M","","","","","","","","",""
"50501","1866","APRENDIZAJE AUTOMATICO","C","503192","503193","B","1","","","","","32632","E","PROBABILIDAD Y ESTADISTICA","1025"
"50501","1866","APRENDIZAJE AUTOMATICO","C","503192","503193","B","1","","","","","33778","E","PROBABILIDAD Y ESTADISTICA","1075"
"50501","1866","APRENDIZAJE AUTOMATICO","C","503189","503193","NOT","","","","","","","","",""
"50501","1866","APRENDIZAJE AUTOMATICO","C","503190","503193","B","1","","","","","33805","E","LOGICA Y COMPUTACION","1010"
"50501","1866","APRENDIZAJE AUTOMATICO","C","503190","503193","B","1","","","","","32637","E","LOGICA","1027"
"50501","1866","APRENDIZAJE AUTOMATICO","C","503190","503193","B","1","","","","","32622","E","LOGICA","CP4"
"50501","1866","APRENDIZAJE AUTOMATICO","C","503193","","AND","","","","","","","","",""
"18414","1443","ARQUITECTURA DE COMPUTADORAS","C","680952","680953","B","1","","","","","102368","E","CREDITOS NO ACUM. CON ARQUITECTURA DE COMPUTADORAS","1443P"
"18414","1443","ARQUITECTURA DE COMPUTADORAS","C","680952","680953","B","1","","","","","32664","E","INT. A LA ARQUITECTURA DE COMPUTADORES","1403"
"18414","1443","ARQUITECTURA DE COMPUTADORAS","C","680952","680953","B","1","","","","","33400","E","ARQUITECTURA DE COMPUTADORES 1","1424"
"18414","1443","ARQUITECTURA DE COMPUTADORAS","C","680956","680958","B","3","","","","","32619","E","ANALISIS MATEMATICO I","CP1"
"18414","1443","ARQUITECTURA DE COMPUTADORAS","C","680956","680958","B","3","","","","","32620","E","GEOMETRIA Y ALGEBRA LINEAL","CP2"
"18414","1443","ARQUITECTURA DE COMPUTADORAS","C","680956","680958","B","3","","","","","32623","E","ANALISIS MATEMATICO II","CP6"
"18414","1443","ARQUITECTURA DE COMPUTADORAS","C","680957","680958","B","1","","","","","40548","E","MATEMÁTICA DISCRETA I","SRN14"
"18414","1443","ARQUITECTURA DE COMPUTADORAS","C","680957","680958","B","1","","","","","32612","E","MATEMATICA DISCRETA 1","1023"
"18414","1443","ARQUITECTURA DE COMPUTADORAS","C","680955","680958","B","3","","","","","32619","E","ANALISIS MATEMATICO I","CP1"
"18414","1443","ARQUITECTURA DE COMPUTADORAS","C","680955","680958","B","3","","","","","32620","E","GEOMETRIA Y ALGEBRA LINEAL","CP2"
"18414","1443","ARQUITECTURA DE COMPUTADORAS","C","680955","680958","B","3","","","","","32622","E","LOGICA","CP4"
"18414","1443","ARQUITECTURA DE COMPUTADORAS","C","680961","680962","B","1","","","","","88356","E","CREDITOS NO ACUM CDIV","1061P"
"18414","1443","ARQUITECTURA DE COMPUTADORAS","C","680961","680962","B","1","","","","","89298","E","CREDITOS NO ACUM CALCULO 1","1020P"
"18414","1443","ARQUITECTURA DE COMPUTADORAS","C","680960","680962","B","1","","","","","32622","E","LOGICA","CP4"
"18414","1443","ARQUITECTURA DE COMPUTADORAS","C","680960","680962","B","1","","","","","5983","C","LOGICA Y COMPUTACION","1010"
"18414","1443","ARQUITECTURA DE COMPUTADORAS","C","680960","680962","B","1","","","","","4281","C","LOGICA","1027"
"18414","1443","ARQUITECTURA DE COMPUTADORAS","C","680959","680962","B","1","","","","","104842","E","PROGRAMACION 1","1373"
"18414","1443","ARQUITECTURA DE COMPUTADORAS","C","680959","680962","B","1","","","","","97550","E","CREDITOS NO ACUM PROGRAMACION 1","1322P"
"18414","1443","ARQUITECTURA DE COMPUTADORAS","C","680959","680962","B","1","","","","","40278","E","PROGRAMACIÓN I- CIO CT-LHRH","SRN17"
"18414","1443","ARQUITECTURA DE COMPUTADORAS","C","680959","680962","B","1","","","","","32665","E","PROGRAMACION 1","1322"
"18414","1443","ARQUITECTURA DE COMPUTADORAS","C","680959","680962","B","1","","","","","32626","E","PROGRAMACION I","CP9"
"18414","1443","ARQUITECTURA DE COMPUTADORAS","C","680959","680962","B","1","","","","","32613","E","PROGRAMACION 1","1320"
"18414","1443","ARQUITECTURA DE COMPUTADORAS","C","680959","680962","B","1","","","","","4270","C","TALLER II","CP10"
"18414","1443","ARQUITECTURA DE COMPUTADORAS","C","680958","680962","OR","","","","","","","","",""
"18414","1443","ARQUITECTURA DE COMPUTADORAS","C","680954","680962","B","1","","","","","101522","E","CREDITOS NO ACUM PROGRAMACION 2","1321P"
"18414","1443","ARQUITECTURA DE COMPUTADORAS","C","680954","680962","B","1","","","","","32930","E","PROGRAMACION I (P. 74)","CP37"
"18414","1443","ARQUITECTURA DE COMPUTADORAS","C","680954","680962","B","1","","","","","32629","E","PROGRAMACION II","CP15"
"18414","1443","ARQUITECTURA DE COMPUTADORAS","C","680954","680962","B","1","","","","","4279","C","PROGRAMACION 2","1321"
"18414","1443","ARQUITECTURA DE COMPUTADORAS","C","680953","680962","NOT","","","","","","","","",""
"18414","1443","ARQUITECTURA DE COMPUTADORAS","C","680960","680962","B","1","","","","","75526","C","LOGICA MODALIDAD AL REVES","1013"
"18414","1443","ARQUITECTURA DE COMPUTADORAS","C","680961","680962","B","1","","","","","32589","E","CALCULO 1","1020"
"18414","1443","ARQUITECTURA DE COMPUTADORAS","C","680961","680962","B","1","","","","","32619","E","ANALISIS MATEMATICO I","CP1"
"18414","1443","ARQUITECTURA DE COMPUTADORAS","C","680961","680962","B","1","","","","","33644","E","CALCULO 1 (ANUAL)","1052"
"18414","1443","ARQUITECTURA DE COMPUTADORAS","C","680961","680962","B","1","","","","","33646","E","CALCULO 1","1070"
"18414","1443","ARQUITECTURA DE COMPUTADORAS","C","680961","680962","B","1","","","","","33738","E","CREDITOS ASIGNADOS POR REVALIDA","MAT33"
"18414","1443","ARQUITECTURA DE COMPUTADORAS","C","680961","680962","B","1","","","","","33958","E","CREDITOS ASIGNADOS POR REVALIDA","CAL10"
"18414","1443","ARQUITECTURA DE COMPUTADORAS","C","680961","680962","B","1","","","","","40535","E","CÁLCULO I","SRN02"
"18414","1443","ARQUITECTURA DE COMPUTADORAS","C","680961","680962","B","1","","","","","77790","E","CALCULO DIF. E INTEGRAL EN UNA VARIABLE","1061"
"79424","1466","ARQUITECTURA DE COMPUTADORAS","C","864252","864253","B","1","","","","","102368","E","CREDITOS NO ACUM. CON ARQUITECTURA DE COMPUTADORAS","1443P"
"79424","1466","ARQUITECTURA DE COMPUTADORAS","C","864252","864253","B","1","","","","","33672","E","ARQUITECTURA DE COMPUTADORAS","1443"
"79424","1466","ARQUITECTURA DE COMPUTADORAS","C","864249","864254","B","1","","","","","101522","E","CREDITOS NO ACUM PROGRAMACION 2","1321P"
"79424","1466","ARQUITECTURA DE COMPUTADORAS","C","864249","864254","B","1","","","","","4279","C","PROGRAMACION 2","1321"
"79424","1466","ARQUITECTURA DE COMPUTADORAS","C","864251","864254","B","1","","","","","116118","E","CREDITOS NO ACUM. CON LOGICA","1027P"
"79424","1466","ARQUITECTURA DE COMPUTADORAS","C","864253","864254","NOT","","","","","","","","",""
"79424","1466","ARQUITECTURA DE COMPUTADORAS","C","864248","864254","B","1","","","","","32665","E","PROGRAMACION 1","1322"
"79424","1466","ARQUITECTURA DE COMPUTADORAS","C","864248","864254","B","1","","","","","97550","E","CREDITOS NO ACUM PROGRAMACION 1","1322P"
"79424","1466","ARQUITECTURA DE COMPUTADORAS","C","864248","864254","B","1","","","","","104842","E","PROGRAMACION 1","1373"
"79424","1466","ARQUITECTURA DE COMPUTADORAS","C","864250","864254","B","1","","","","","4252","C","MATEMATICA DISCRETA 1","1023"
