nombrep,codigogrupop,nombreh,codigogrupoh,nombre_mat,codigo_materia,codenservicio_mat,tipo_mat,creditos_mat
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,CREDITOS ASIGNADOS POR REVALIDA,19579,TP25,G,25
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,CREDITOS ASIGNADOS POR REVALIDA,57005,BTI29,G,29
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,CREDITOS ASIGNADOS POR REVALIDA,57004,BT31,G,31
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,CREDITOS ASIGNADOS POR REVALIDA,56983,ATI3,G,3
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,CREDITOS ASIGNADOS POR REVALIDA,56948,BTI38,G,38
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,CREDITOS ASIGNADOS POR REVALIDA,41091,AI10,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,CREDITOS ASIGNADOS POR REVALIDA,37930,AI28,G,28
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,CREDITOS ASIGNADOS POR REVALIDA,20233,AT28,G,28
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,CREDITOS ASIGNADOS POR REVALIDA,21119,AT7,G,7
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,DISEÑO ORGANIZACIONAL,36820,A42,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,MODULO TALLER A,20658,1753,G,5
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,MODULO TALLER B,20657,1754,G,4
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,MODULO TALLER C,20656,1755,G,4
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,MODULO TALLER D,20664,1756,G,3
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,MODULO TALLER E,20663,1757,G,2
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,PASANTIA (COMPUTACION),20638,1731,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,PROCESAMIENTO DE DATOS II (P. 74),19224,CP384,G,5
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,PROYECTO DE GRADO,20639,1730,G,30
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,PROYECTO DE INGENIERIA DE SOFTWARE,20651,1721,G,15
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,SEMINARIO DE INGENIERIA BIOMEDICA,19916,5705,G,4
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,SEMINARIO DE PROCESAM. PARALELO APLICADO,20674,1748,G,3
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,TALLER DE DESARROLLO CLIENTE/SERVIDOR,20635,1733,G,21
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,TALLER DE EVALUACION DE TECNOLOGIAS DE LA INF.,50810,1774,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,TALLER DE GESTION DE SOFTWARE,20629,1739,G,15
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,TALLER DE GEST.Y TEC.PROC.NEGOCIO (TBPM),20777,1766,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,TALLER DE MINERIA DE PROCESOS DE NEGOCIO (TPM),68811,1876,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,TALLER DE PROGRAMACION,18269,1327,G,15
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,TALLER DE PROGRAMACION Y ARTE,20468,1925,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,TALLER DE ROBOTICA EDUCATIVA,55355,1780,G,6
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,TALLER DE SIST. DE INF. GEO. EMPRES.,50816,1776,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,TALLER DE SIST. DE INF.GEOGRAF.EMPRESAR.,20661,1759,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,TALLER DE SISTEMAS DE INFORMACION 1,20666,1751,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,TALLER DE SISTEMAS DE INFORMACION 3,20628,1740,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,TALLER DE SISTEMAS DE INFORMACION 4,20669,1741,G,15
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,TALLER DE SISTEMAS EMPRESARIALES,50811,1775,G,15
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,TALLER DE TELEMATICA,19800,5823,G,12
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,TALLER III ( 2DO.SEM.),18580,CP71,G,15
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,TALLER IV (1ER.SEM.),19228,CP363,G,15
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,TALLER SISTEMAS DE INFORMACION 1,20634,1734,G,6
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,TALLER SISTEMAS DE INFORMACION 2,20633,1735,G,15
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,TALLER V,19517,CP221,G,30
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,TUTORIA EN MATEMATICA,18559,1233,G,4
"BASICO-TEC,TECNICAS E INTEG.",3215,INVESTIGACION OPERATIVA,4815,ALGORITMOS DE APROXIMACIÓN,74060,1641,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,INVESTIGACION OPERATIVA,4815,ALGORITMOS EVOLUTIVOS,20796,1628,G,9
"BASICO-TEC,TECNICAS E INTEG.",3215,INVESTIGACION OPERATIVA,4815,ALGORITMOS EVOLUTIVOS,52708,1637,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,INVESTIGACION OPERATIVA,4815,ALGORITMOS GENETICOS,20791,1625,G,6
"BASICO-TEC,TECNICAS E INTEG.",3215,INVESTIGACION OPERATIVA,4815,ANALISIS DE DATOS EN REDES COMPLEJAS,42484,1634,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,INVESTIGACION OPERATIVA,4815,CREDITOS ASIGNADOS POR REVALIDA,21568,IO8,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,INVESTIGACION OPERATIVA,4815,CREDITOS ASIGNADOS POR REVALIDA,20394,IO20,G,20
"BASICO-TEC,TECNICAS E INTEG.",3215,INVESTIGACION OPERATIVA,4815,DISEÑO TOPOLOGICO DE REDES,56442,1458,G,11
"BASICO-TEC,TECNICAS E INTEG.",3215,INVESTIGACION OPERATIVA,4815,DISEÑO TOPOLOGICO DE REDES,18407,1435,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,INVESTIGACION OPERATIVA,4815,EXTENS. DE PROG. LINEAL Y PROG. ENTERA,20787,1621,G,15
"BASICO-TEC,TECNICAS E INTEG.",3215,INVESTIGACION OPERATIVA,4815,FUNDAMENTOS DE OPTIMIZACION,65070,1871,G,6
"BASICO-TEC,TECNICAS E INTEG.",3215,INVESTIGACION OPERATIVA,4815,FUNDAMENTOS DE PROGRAMACION ENTERA,20786,1631,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,INVESTIGACION OPERATIVA,4815,HERRAMIENTAS P/EL DISEÑO Y ANALISIS DE REDES DE TRANSP.URB DE PASAJEROS,56658,3207,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,INVESTIGACION OPERATIVA,4815,INT. A LA INVESTIGACION DE OPERACIONES,20804,1610,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,INVESTIGACION OPERATIVA,4815,INT. A LA INVESTIGACIÓN DE OPERACIONES,73977,1650,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,INVESTIGACION OPERATIVA,4815,INT. A LA OPTIMIZ.Y A LA PROG. CON RESTR,20795,1629,G,6
"BASICO-TEC,TECNICAS E INTEG.",3215,INVESTIGACION OPERATIVA,4815,INVESTIGACION DE OPER. EN COMERCIO ELECTRONICO,20789,1623,G,6
"BASICO-TEC,TECNICAS E INTEG.",3215,INVESTIGACION OPERATIVA,4815,INVESTIGACION DE OPER.Y GEST. DE RIESGOS,20797,1630,G,6
"BASICO-TEC,TECNICAS E INTEG.",3215,INVESTIGACION OPERATIVA,4815,INVESTIGACION DE OPER.Y GEST. DE RIESGOS,53481,1779,G,6
"BASICO-TEC,TECNICAS E INTEG.",3215,INVESTIGACION OPERATIVA,4815,INVESTIGACION OPERATIVA,18610,CP27,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,INVESTIGACION OPERATIVA,4815,INVESTIGACION OPERATIVA III (P. 74),19260,CP385,G,14
"BASICO-TEC,TECNICAS E INTEG.",3215,INVESTIGACION OPERATIVA,4815,INVESTIGACION OPERATIVA II (P. 74),19227,CP381,G,14
"BASICO-TEC,TECNICAS E INTEG.",3215,INVESTIGACION OPERATIVA,4815,INVESTIGACION OPERATIVA I (P. 74),19236,CP373,G,14
"BASICO-TEC,TECNICAS E INTEG.",3215,INVESTIGACION OPERATIVA,4815,INVESTIGACION OPERATIVA (P. 74),19275,CP320,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,INVESTIGACION OPERATIVA,4815,METAHEURISTICAS Y OPTIMIZACION SOBRE REDES,20801,1613,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,INVESTIGACION OPERATIVA,4815,METAHEURISTICAS Y OPTIMIZACION SOBRE REDES (MOR),43665,1635,G,11
"BASICO-TEC,TECNICAS E INTEG.",3215,INVESTIGACION OPERATIVA,4815,MÉTODOS EFICI. DE SIMUL. PARA LA ESTIM. DE CONFIA. DE REDES,77264,1897,G,4
"BASICO-TEC,TECNICAS E INTEG.",3215,INVESTIGACION OPERATIVA,4815,MODELADO Y OPTIMIZACION,20792,1624,G,6
"BASICO-TEC,TECNICAS E INTEG.",3215,INVESTIGACION OPERATIVA,4815,MODELOS COMB. DE CONFIABILIDAD EN REDES,50808,1636,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,INVESTIGACION OPERATIVA,4815,OPTIMIZACION BAJO INCERTIDUMBRE,20785,1632,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,INVESTIGACION OPERATIVA,4815,OPTIMIZACION BAJO INCERTIDUMBRE,20794,1626,G,6
"BASICO-TEC,TECNICAS E INTEG.",3215,INVESTIGACION OPERATIVA,4815,OPTIMIZACION CONTINUA Y APLICACIONES,61733,1640,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,INVESTIGACION OPERATIVA,4815,PRINCIPIOS DE LOGISTICA HUMANITARIA,61732,1639,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,INVESTIGACION OPERATIVA,4815,REFORMULACIONES Y ALGORITMOS PARA PLANIFICACION DE LA PRODUCCION,68888,1877,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,INVESTIGACION OPERATIVA,4815,SEMINARIO:ELEMENTOS DE METAHEURISTICAS,20793,1627,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,INVESTIGACION OPERATIVA,4815,SIMULACION A EVENTOS DISCRETOS,20807,1617,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,INVESTIGACION OPERATIVA,4815,TALLER INTR A LA INVEST DE OPERACIONES,16033,TIIO,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,INVESTIGACION OPERATIVA,4815,TECNICAS DE DESCOMPOSICION EN PROGRAMACION MATEMATICA,58889,2398,G,4
"BASICO-TEC,TECNICAS E INTEG.",3215,INVESTIGACION OPERATIVA,4815,"TEORIA, ALGORIT. Y APLIC. DE GEST. LOGIS",42485,1633,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,INVESTIGACION OPERATIVA,4815,TOPICOS EN COLOREO EN GRAFOS Y CONECTIV.,43657,GP7,G,4
"BASICO-TEC,TECNICAS E INTEG.",3215,INT.ARTIFICIAL Y ROBOTICA,4882,ANALISIS SEMANTICO DE LENGUAJE NATURAL,42482,1864,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,INT.ARTIFICIAL Y ROBOTICA,4882,APRENDIZAJE AUTOMATICO,20539,1827,G,7
"BASICO-TEC,TECNICAS E INTEG.",3215,INT.ARTIFICIAL Y ROBOTICA,4882,APRENDIZAJE AUTOMATICO,20542,1820,G,6
"BASICO-TEC,TECNICAS E INTEG.",3215,INT.ARTIFICIAL Y ROBOTICA,4882,APRENDIZAJE AUTOMATICO,50501,1866,G,12
"BASICO-TEC,TECNICAS E INTEG.",3215,INT.ARTIFICIAL Y ROBOTICA,4882,BUTIA: ROBOTICA EDUCATIVA,20526,1849,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,INT.ARTIFICIAL Y ROBOTICA,4882,CIENCIA DE DATOS Y LENGUAJE NATURAL,70213,1880,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,INT.ARTIFICIAL Y ROBOTICA,4882,CONST.DE MOD.PROB.DEL LENGUAJE NATURAL,20532,1832,G,6
"BASICO-TEC,TECNICAS E INTEG.",3215,INT.ARTIFICIAL Y ROBOTICA,4882,CREDITOS ASIGNADOS POR REVALIDA,21244,IAR6,G,6
"BASICO-TEC,TECNICAS E INTEG.",3215,INT.ARTIFICIAL Y ROBOTICA,4882,EXTRACCION Y CATEGORIZACION DE INFORM.,20543,1821,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,INT.ARTIFICIAL Y ROBOTICA,4882,FUNDAMENTOS DE APRENDIZAJE AUTOMATICO Y RECONOCIMIENTO DE PATRONES,57284,5852,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,INT.ARTIFICIAL Y ROBOTICA,4882,FUNDAMENTOS DE LA ROBOTICA AUTONOMA,40452,1857,G,7
"BASICO-TEC,TECNICAS E INTEG.",3215,INT.ARTIFICIAL Y ROBOTICA,4882,GRAMATICAS FORMALES PARA EL LENG.NATURAL,20534,1835,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,INT.ARTIFICIAL Y ROBOTICA,4882,I.A. Y ROBOTICA,20541,1829,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,INT.ARTIFICIAL Y ROBOTICA,4882,INT. AL PROCESAMIENTO DE LENG. NATURAL,20540,1828,G,12
"BASICO-TEC,TECNICAS E INTEG.",3215,INT.ARTIFICIAL Y ROBOTICA,4882,INT. AL RECONOCIMIENTO DE PATRONES,19805,5831,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,INT.ARTIFICIAL Y ROBOTICA,4882,METODOS DE APRENDIZAJE AUTOMATICO,20537,1834,G,9
"BASICO-TEC,TECNICAS E INTEG.",3215,INT.ARTIFICIAL Y ROBOTICA,4882,MODELOS ESTADISTICOS PARA CLASIF. Y REGRESION,64848,1868,G,6
"BASICO-TEC,TECNICAS E INTEG.",3215,INT.ARTIFICIAL Y ROBOTICA,4882,RECONOCIMIENTO DE PATRONES,19814,5842,G,12
"BASICO-TEC,TECNICAS E INTEG.",3215,INT.ARTIFICIAL Y ROBOTICA,4882,REDES NEURONALES PARA LENGUAJE NATURAL,73870,1887,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,INT.ARTIFICIAL Y ROBOTICA,4882,ROBOTICA BASADA EN COMPORTAMIENTOS,20527,1848,G,15
"BASICO-TEC,TECNICAS E INTEG.",3215,INT.ARTIFICIAL Y ROBOTICA,4882,ROBOTICA EDUCATIVA,42483,1865,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,INT.ARTIFICIAL Y ROBOTICA,4882,SISTEMAS NEURO FUZZY,20745,5912,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,INT.ARTIFICIAL Y ROBOTICA,4882,TALLER DE APRENDIZAJE AUTOMATICO,77602,5720,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,INT.ARTIFICIAL Y ROBOTICA,4882,TALLER DE APRENDIZAJE AUTOMATICO,64139,5853,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,INT.ARTIFICIAL Y ROBOTICA,4882,TALLER DE INICIACION A LOS SISTEMAS CIBER-FISICOS,72209,1888,G,4
"BASICO-TEC,TECNICAS E INTEG.",3215,INT.ARTIFICIAL Y ROBOTICA,4882,TALLER DE ROBÓTICA-CIO CT- INGBIOL,24419,SRN30,G,2
"BASICO-TEC,TECNICAS E INTEG.",3215,INT.ARTIFICIAL Y ROBOTICA,4882,TALLER DE SISTEMAS CIBER-FISICOS,47533,1952,G,6
"BASICO-TEC,TECNICAS E INTEG.",3215,CALCULO NUMERICO Y SIMBOLICO,5020,ALGEBRA LINEAL NUMERICA,18825,1040,G,4
"BASICO-TEC,TECNICAS E INTEG.",3215,CALCULO NUMERICO Y SIMBOLICO,5020,ALGEBRA LINEAL NUMERICA,20740,5914,G,9
"BASICO-TEC,TECNICAS E INTEG.",3215,CALCULO NUMERICO Y SIMBOLICO,5020,ANALISIS DE FOURIER PARA TRATAM.DE IMAGE,18847,1054,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,CALCULO NUMERICO Y SIMBOLICO,5020,ANALISIS NUMERICO II (P. 74),19222,CP379,G,12
"BASICO-TEC,TECNICAS E INTEG.",3215,CALCULO NUMERICO Y SIMBOLICO,5020,ANALISIS NUMERICO I (P. 74),19218,CP377,G,14
"BASICO-TEC,TECNICAS E INTEG.",3215,CALCULO NUMERICO Y SIMBOLICO,5020,APLICACIONES DEL ALGEBRA LINEAL,66042,1872,G,9
"BASICO-TEC,TECNICAS E INTEG.",3215,CALCULO NUMERICO Y SIMBOLICO,5020,CALCULO NUMERICO,18656,CP16,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,CALCULO NUMERICO Y SIMBOLICO,5020,CALCULO NUMERICO (P. 74),19217,CP376,G,14
"BASICO-TEC,TECNICAS E INTEG.",3215,CALCULO NUMERICO Y SIMBOLICO,5020,CREDITOS ASIGNADOS POR REVALIDA,21401,CN3,G,3
"BASICO-TEC,TECNICAS E INTEG.",3215,CALCULO NUMERICO Y SIMBOLICO,5020,CREDITOS ASIGNADOS POR REVALIDA,44698,CN6,G,6
"BASICO-TEC,TECNICAS E INTEG.",3215,CALCULO NUMERICO Y SIMBOLICO,5020,ELEMENTOS DE PROGRAM Y CÁLCULO NUMÉRICO,53662,EPCN,G,6
"BASICO-TEC,TECNICAS E INTEG.",3215,CALCULO NUMERICO Y SIMBOLICO,5020,METODOS DE MONTE CARLO,18844,1055,G,6
"BASICO-TEC,TECNICAS E INTEG.",3215,CALCULO NUMERICO Y SIMBOLICO,5020,METODOS MONTECARLO,18842,1057,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,CALCULO NUMERICO Y SIMBOLICO,5020,METODOS NUMERICOS,18819,1033,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,CALCULO NUMERICO Y SIMBOLICO,5020,METODOS NUMERICOS,18861,1079,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,CALCULO NUMERICO Y SIMBOLICO,5020,MÉTODOS NUMÉRICOS,24886,CIM20,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,CALCULO NUMERICO Y SIMBOLICO,5020,METODOS NUMERICOS PARA LA RESOL. DE ECUAC. DIF.,18824,1041,G,5
"BASICO-TEC,TECNICAS E INTEG.",3215,CALCULO NUMERICO Y SIMBOLICO,5020,TEORIA COMPUTACIONAL DE LA GESTALT,18851,1048,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,INGENIERIA DE SOFTWARE,5082,ARQUITECTURA DE SOFTWARE,20671,1743,G,12
"BASICO-TEC,TECNICAS E INTEG.",3215,INGENIERIA DE SOFTWARE,5082,ARQUITECTURA DE SOFTWARE,20637,1732,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,INGENIERIA DE SOFTWARE,5082,CREDITOS ASIGNADOS POR REVALIDA,20585,IS14,G,14
"BASICO-TEC,TECNICAS E INTEG.",3215,INGENIERIA DE SOFTWARE,5082,CREDITOS ASIGNADOS POR REVALIDA,19569,SFW10,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,INGENIERIA DE SOFTWARE,5082,CREDITOS NO ACUM. CON RELACIONES PERS. EN ING. DE SOFT. Y GER. DE PROY.,66869,1758T,G,4
"BASICO-TEC,TECNICAS E INTEG.",3215,INGENIERIA DE SOFTWARE,5082,FORMULACIÓN Y EVALUACIÓN DE PROYECTOS DE INVERSIÓN,14209,D84,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,INGENIERIA DE SOFTWARE,5082,GESTIÓN DE PROYECTOS,3456,A66,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,INGENIERIA DE SOFTWARE,5082,GESTION DE SOFTWARE,20631,1737,G,7
"BASICO-TEC,TECNICAS E INTEG.",3215,INGENIERIA DE SOFTWARE,5082,INGENIERIA DE SOFTWARE BASADA EN EVIDENCIAS,65654,2417,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,INGENIERIA DE SOFTWARE,5082,INGENIERIA DE SOFTWARE BASADA EN EVID.Y REV.SIST.,47536,1772,G,7
"BASICO-TEC,TECNICAS E INTEG.",3215,INGENIERIA DE SOFTWARE,5082,INGENIERIA DE SOFTWARE EMPIRICA,42481,1771,G,5
"BASICO-TEC,TECNICAS E INTEG.",3215,INGENIERIA DE SOFTWARE,5082,INGENIERIA DE SOFTWARE EMPIRICA,47965,1773,G,7
"BASICO-TEC,TECNICAS E INTEG.",3215,INGENIERIA DE SOFTWARE,5082,INT. A LA INGENIERIA DE SOFTWARE,20686,1716,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,INGENIERIA DE SOFTWARE,5082,INT. A LA INTERAC. PERSONA COMPUTADORA,20632,1736,G,6
"BASICO-TEC,TECNICAS E INTEG.",3215,INGENIERIA DE SOFTWARE,5082,INTERACCION PERSONA COMPUTADORA,20667,1749,G,12
"BASICO-TEC,TECNICAS E INTEG.",3215,INGENIERIA DE SOFTWARE,5082,INVESTIGACION MEDIANTE ENCUESTAS EN COMPUTACION,61734,1782,G,5
"BASICO-TEC,TECNICAS E INTEG.",3215,INGENIERIA DE SOFTWARE,5082,LABORATORIO DE ACCESIBILIDAD A LOS MEDIOS (INV. - EXT.),72359,O6221,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,INGENIERIA DE SOFTWARE,5082,PRINC.Y FUND.DEL PROC.PERS.DE SOFTWARE,20781,1767,G,7
"BASICO-TEC,TECNICAS E INTEG.",3215,INGENIERIA DE SOFTWARE,5082,PROFESION EN INGENIERIA DE SOFTWARE,53258,1777,G,6
"BASICO-TEC,TECNICAS E INTEG.",3215,INGENIERIA DE SOFTWARE,5082,PROFESION EN INGENIERIA DE SOFTWARE,20780,1769,G,4
"BASICO-TEC,TECNICAS E INTEG.",3215,INGENIERIA DE SOFTWARE,5082,RELACIONES PERSONALES EN ING. DE SOFT. Y GER. DE PROY.,20662,1758,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,INGENIERIA DE SOFTWARE,5082,RELACIONES PERSONALES EN ING. DE SOFT. Y GER. DE PROY.,20641,1728,G,7
"BASICO-TEC,TECNICAS E INTEG.",3215,INGENIERIA DE SOFTWARE,5082,TALLER DE ARQUITECTURA DE SOFTWARE,20665,1750,G,6
"BASICO-TEC,TECNICAS E INTEG.",3215,INGENIERIA DE SOFTWARE,5082,TALLER DE ING.DIRIGIDA POR MODELOS,40451,1770,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,INGENIERIA DE SOFTWARE,5082,TALLER DE INTERACCIÓN,72360,O6311,G,6
"BASICO-TEC,TECNICAS E INTEG.",3215,INGENIERIA DE SOFTWARE,5082,TALLER DE INTERACCION PERSONA COMPUTAD.,20782,1768,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,INGENIERIA DE SOFTWARE,5082,TALLER DE PLAN Y SEG DE PROY DE SOFTWARE,53289,1778,G,4
"BASICO-TEC,TECNICAS E INTEG.",3215,INGENIERIA DE SOFTWARE,5082,TALLER DE PSP,20660,1752,G,7
"BASICO-TEC,TECNICAS E INTEG.",3215,INGENIERIA DE SOFTWARE,5082,TALLER DE VERIFICACION DEL SOFTWARE,20668,1742,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,INGENIERIA DE SOFTWARE,5082,TALLER IV (2DO.SEM.),19231,CP366,G,10
MATERIAS COMPLEMENTARIAS,3233,CIENCIAS HUMANAS Y SOCIALES,5265,ANALISIS DE INNOVACIONES,18565,1229,G,6
MATERIAS COMPLEMENTARIAS,3233,CIENCIAS HUMANAS Y SOCIALES,5265,"CIENCIA,TECNOLOGÍA, INNOVACIÓN, SOCIEDAD Y DESARROLLO",14129,D78A,G,6
MATERIAS COMPLEMENTARIAS,3233,CIENCIAS HUMANAS Y SOCIALES,5265,"CIENCIA, TECNOLOGIA Y SOCIEDAD",18529,1223,G,8
MATERIAS COMPLEMENTARIAS,3233,CIENCIAS HUMANAS Y SOCIALES,5265,CIUDADANIA EN ENTORNOS DIGITALES,69090,1270,G,6
MATERIAS COMPLEMENTARIAS,3233,CIENCIAS HUMANAS Y SOCIALES,5265,CIUDADANIA EN ENTORNOS DIGITALES,73939,1271,G,8
MATERIAS COMPLEMENTARIAS,3233,CIENCIAS HUMANAS Y SOCIALES,5265,COMUNICACIÓN E INTELIGENCIA ARTIFICIAL (PPP),78174,24CIA,G,9
MATERIAS COMPLEMENTARIAS,3233,CIENCIAS HUMANAS Y SOCIALES,5265,COMUNICACIÓN E INTELIGENCIA ARTIFICIAL(PPP),69891,O2525,G,9
MATERIAS COMPLEMENTARIAS,3233,CIENCIAS HUMANAS Y SOCIALES,5265,COMUNICACION ORAL Y ESCRITA,18555,1230,G,5
MATERIAS COMPLEMENTARIAS,3233,CIENCIAS HUMANAS Y SOCIALES,5265,CREDITOS ASIGNADOS POR REVALIDA,40608,CH08,G,8
