nombrep,codigogrupop,nombreh,codigogrupoh,nombre_mat,codigo_materia,codenservicio_mat,tipo_mat,creditos_mat
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,CODIFICACION DE FUENTES SIN PERDIDA,19784,5813,G,0
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,COMPL.ARQUITECTURA DE COMPUTADORAS,37127,1453,G,5
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,COMPUTACION CUANTICA,18421,1427,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,COMPUTACION DE ALTA PERFORMANCE,18425,1430,G,7
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,COMPUTACION DE ALTA PERFORMANCE,18390,1415,G,5
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,COMPUTACION DE ALTA PERFORMANCE,18408,1434,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,COMPUT.DE PR.GRAL.EN UNID.DE PROC.GRAF.,18433,1447,G,7
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,COMUNICACION DE DATOS,19229,CP364,G,15
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,CREDITOS ASIGNADOS POR REVALIDA,21123,AR8,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,CREDITOS ASIGNADOS POR REVALIDA,38210,AR6,G,6
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,CREDITOS ASIGNADOS POR REVALIDA,21274,AA9,G,9
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,CREDITOS ASIGNADOS POR REVALIDA,42966,AR20,G,20
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,CREDITOS ASIGNADOS POR REVALIDA,20135,AR15,G,15
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,CREDITOS ASIGNADOS POR REVALIDA,41058,AR12,G,12
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,CREDITOS ASIGNADOS POR REVALIDA,36555,AR015,G,15
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,CREDITOS ASIGNADOS POR REVALIDA,20142,AR30,G,30
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,CRIPTOGRAFIA,42488,1545,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,CURVAS ELIPTICAS EN CRIPTOGRAFIA,18416,1441,G,3
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,DISEÑO LOGICO,18647,CP51,G,23
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,DISEÑO LOGICO,19619,1512C,G,12
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,DISEÑO TOPOLOGICO DE REDES,18423,1429,G,5
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,ESTUDIO COMPLEMENTARIO EN SIST. OPERAT.,18393,1412,G,3
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,FUNDAMENTOS DE SEGURIDAD INFORMATICA,20742,5916,G,12
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,FUNDAMENTOS DE SEGURIDAD INFORMATICA,20741,5915,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,FUND.PARA LA INVEST.EN REDES DE COMPUTAD,18406,1436,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,INT. A LA ARQUITECTURA DE COMPUTADORES,18403,1403,G,15
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,INT. A LA CRIPTOGRAFIA,18389,1416,G,12
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,INT. A LAS REDES DE COMPUTADORAS,18409,1433,G,15
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,INT. A LAS REDES DE COMPUTADORES,18401,1406,G,15
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,INT. A LA TEORIA DE LA INFORMACION,18427,1432,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,INT. A LA TEORIA DE LA INFORMACION,18426,1431,G,6
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,INT. A LOS MICROPROCESADORES,19620,1513C,G,11
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,"PLAN.DE SIST.COMP.CLUSTER, GRID Y CLOUD",43656,GP6,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,PROGRAMACIÓN MASIVAMENTE PARALELA EN PROCESADORES GRÁFICOS (GPUS),77523,1898,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,REDES DE COMPUTADORAS,18432,1446,G,12
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,REDES OPTICAS,79572,5907,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,ROBOTICA EMBEBIDA,18413,1442,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,SISTEMAS DISTRIBUIDOS,18391,1414,G,15
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,SISTEMAS EMBEBIDOS PARA TIEMPO REAL,20924,1536,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,SISTEMAS EMBEBIDOS PARA TIEMPO REAL,59526,1556,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,SISTEMAS OPERATIVOS,20920,1532,G,15
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,SISTEMAS OPERATIVOS,18626,CP31,G,12
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,SISTEMAS OPERATIVOS,20863,1511,G,12
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,SISTEMAS OPERATIVOS,20860,1518,G,15
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,SISTEMAS OPERATIVOS,20925,1537,G,12
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,SISTEMAS OPERATIVOS (P. 74),19237,CP372,G,15
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,TALLER DE ARQUITECTURA DE COMPUTADORAS,18431,1445,G,3
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,TALLER DE CRIPTOGRAFIA MODERNA,18410,1439,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,TALLER DE FIRMWARE,18424,1428,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,TALLER DE GPGPU,18429,1449,G,7
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,TALLER DE INICIACION A LOS SISTEMAS CIBER-FISICOS,72209,1888,G,4
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,TALLER DE RADIO DEFINIDA POR SOFTWARE,42487,1546,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,TALLER DE SEGURIDAD INFORMATICA,18412,1437,G,7
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,TALLER DE SEGURIDAD INFORMÁTICA,75279,1891,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,TALLER DE SISTEMAS CIBER-FISICOS,47533,1952,G,6
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,TALLER DE SISTEMAS OPERATIVOS,20923,1535,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,TALLER DE SISTEMAS OPERATIVOS,20918,1542,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,"ARQUIT, S.OP. Y REDES DE COMP.",4428,TRAF.RESTRIC.T. REAL REDES BEST EFFORT,18422,1426,G,6
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,ANALISIS DE ALGORITMOS,18262,1334,G,15
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,ANALISIS NUMERICO II (P. 74),19223,CP380,G,12
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,BIO-COMPUTACION PARALELA,18265,1343,G,6
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,COMBINATORIA ANALITICA Y APLICACIONES,18255,1351,G,3
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,COMPLEJIDAD COMPUTACIONAL,40450,1355,G,9
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,COMPRESION DE DATOS SIN PERDIDA,18257,1352,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,COMPUTACION,18646,CP52,G,12
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,COMPUTACION GRAFICA AVANZADA,18254,1349,G,12
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,COMPUTACION (P. 74),18609,CP24,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,CONCEPTOS DE LENGUAJES DE PROGRAMACIÓN,78890,1374,G,6
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,CONST.FORMAL DE PROGR.EN TEORIA DE TIPOS,18252,1347,G,12
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,CONST.FORMAL DE PROGR.EN TEORIA DE TIPOS,18261,1337,G,12
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,CREDITOS ASIGNADOS POR REVALIDA,21838,PA7,G,7
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,CREDITOS ASIGNADOS POR REVALIDA,44181,PR10,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,CREDITOS ASIGNADOS POR REVALIDA,44179,PR4,G,4
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,CREDITOS ASIGNADOS POR REVALIDA,22064,PP6,G,6
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,CREDITOS ASIGNADOS POR REVALIDA,22042,PR6,G,6
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,CREDITOS ASIGNADOS POR REVALIDA,22040,PR7,G,7
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,CREDITOS ASIGNADOS POR REVALIDA,22041,PR8,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,CREDITOS ASIGNADOS POR REVALIDA,22038,PR3,G,3
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,DESARROLLO WEB,18250,1345,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,DIDACTICA DE ALGORIT.Y ESTRUCT.DE DATOS,40448,1353,G,7
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,DISEÑO DE COMPILADORES,18276,1331,G,12
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,INT. A LA COMPUTACION,18621,CP36,G,9
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,INT. A LA COMPUTACION GRAFICA,18236,1316,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,INT. A LA COMPUTACION GRAFICA,18229,1315,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,INT. A LA PROGRAMACION FUNCIONAL,18270,1328,G,7
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,INT. A LA PROGRAMACION GENERICA,18278,1333,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,INT. A LA PROGRAMACION LOGICA,18271,1329,G,7
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,INT. A LA PROGR.PARA DISEÑO GRAFICO,18279,1332,G,12
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,INT. A LOS FUND.DE LOS LENG.DE PR.OR. OB,18258,1338,G,6
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,LOGICA DE LA PROGRAMACION IMPERATIVA,18267,1341,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,LOGICA DE LA PROGRAMACION IMPERATIVA,18277,1330,G,12
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,MODELOS Y VERIF. DE SIST. DE TIEMPO REAL,18253,1348,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,ORGANIZACION DE LENG. DE PROGRAMACION,18625,CP32,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,PROCESAMIENTO DE DATOS II (P. 74),19224,CP384,G,5
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,PROGRAMACION 1,18238,1322,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,PROGRAMACION 1,67810,1373,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,PROGRAMACION 1,18288,1372,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,PROGRAMACION 1,18239,1320,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,PROGRAMACION 1,54646,1322T,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,PROGRAMACION 2,18237,1321,G,12
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,PROGRAMACION 3,18272,1323,G,15
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,PROGRAMACION 4,18273,1324,G,15
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,PROGRAMACION FUNCIONAL,40449,1354,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,PROGRAMACION FUNCIONAL AVANZADA,18256,1350,G,12
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,PROGRAMACION I,21317,CP9,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,PROGRAMACIÓN I- CIO CT-LHRH,24410,SRN17,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,PROGRAMACION II,18655,CP15,G,15
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,PROGRAMACION III,18618,CP29,G,15
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,PROGRAMACION III (P. 74),19219,CP374,G,15
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,PROGRAMACION II (P. 74),18619,CP38,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,PROGRAMACION I (P. 74),18620,CP37,G,15
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,PROGRAMACION LOGICA,18268,1340,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,TALLER DE COMPUTACION GRAFICA,18266,1342,G,7
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,TALLER DE PRODUCCION DE PROG.SIN FALLAS,18230,1314,G,12
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,TALLER I,21313,CP5,G,2
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,TALLER II,18657,CP10,G,7
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,TALLER III (1ER.SEM.),18627,CP30,G,15
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,TECNOLOGIAS INTERACTIVAS Y VIDEOJUEGOS,18242,1304,G,4
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,TEORIA DE AUTOMATAS (P. 74),19226,CP382,G,15
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,TEORIA DE LA COMPUTACION,18260,1336,G,4
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,TEORIA DE LA COMPUTACION,37734,1358,G,7
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,TEORIA DE LA PROGRAMACION I,18624,CP33,G,12
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,TEORIA DE LENGUAJES,18274,1325,G,12
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,TEORIA DE PROGRAMACION II,19230,CP365,G,12
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,TRANSDUCTORES DE ESTADO FINITO,18263,1335,G,7
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,VERIFICACION DE MODELOS,18251,1346,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,VERIFICACION Y LOGICA,18259,1339,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,PROGRAMACION,4580,VISION 3D,47979,1145,G,12
"BASICO-TEC,TECNICAS E INTEG.",3215,B.DATOS Y SIST. DE INFORMACION,4647,ADMINISTRACION Y SEGURIDAD DE SISTEMAS,20455,1918,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,B.DATOS Y SIST. DE INFORMACION,4647,BASES DE DATOS,19246,CP362,G,15
"BASICO-TEC,TECNICAS E INTEG.",3215,B.DATOS Y SIST. DE INFORMACION,4647,BASES DE DATOS NO RELACIONALES,42480,1949,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,B.DATOS Y SIST. DE INFORMACION,4647,CALIDAD DE DATOS,20471,1935,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,B.DATOS Y SIST. DE INFORMACION,4647,CALIDAD DE DATOS E INFORMACION,47532,1802,G,6
"BASICO-TEC,TECNICAS E INTEG.",3215,B.DATOS Y SIST. DE INFORMACION,4647,CALIDAD DE DATOS E INFORMACIÓN,75189,1890,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,B.DATOS Y SIST. DE INFORMACION,4647,CREDITOS ASIGNADOS POR REVALIDA,36654,BD15,G,15
"BASICO-TEC,TECNICAS E INTEG.",3215,B.DATOS Y SIST. DE INFORMACION,4647,CREDITOS ASIGNADOS POR REVALIDA,21141,BD5,G,5
"BASICO-TEC,TECNICAS E INTEG.",3215,B.DATOS Y SIST. DE INFORMACION,4647,CREDITOS ASIGNADOS POR REVALIDA,21060,BD10,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,B.DATOS Y SIST. DE INFORMACION,4647,CREDITOS ASIGNADOS POR REVALIDA,36655,BD05,G,5
"BASICO-TEC,TECNICAS E INTEG.",3215,B.DATOS Y SIST. DE INFORMACION,4647,CREDITOS ASIGNADOS POR REVALIDA,36656,BD015,G,15
"BASICO-TEC,TECNICAS E INTEG.",3215,B.DATOS Y SIST. DE INFORMACION,4647,CREDITOS ASIGNADOS POR REVALIDA,21041,BDSI6,G,6
"BASICO-TEC,TECNICAS E INTEG.",3215,B.DATOS Y SIST. DE INFORMACION,4647,CREDITOS ASIGNADOS POR REVALIDA,21143,BD9,G,9
"BASICO-TEC,TECNICAS E INTEG.",3215,B.DATOS Y SIST. DE INFORMACION,4647,CREDITOS ASIGNADOS POR REVALIDA,21142,BD8,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,B.DATOS Y SIST. DE INFORMACION,4647,CREDITOS NO ACUM. CON SIST. DE INFORMACION EN SALUD,66879,1937T,G,4
"BASICO-TEC,TECNICAS E INTEG.",3215,B.DATOS Y SIST. DE INFORMACION,4647,DESCUBRIMIENTO DE INF.EN BASES DE DATOS,20453,1916,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,B.DATOS Y SIST. DE INFORMACION,4647,DISEÑO Y CONSTRUCCION DE DATA WAREHOUSE,20477,1939,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,B.DATOS Y SIST. DE INFORMACION,4647,FUNDAMENTOS DE BASES DE DATOS,20458,1911,G,15
"BASICO-TEC,TECNICAS E INTEG.",3215,B.DATOS Y SIST. DE INFORMACION,4647,FUNDAMENTOS DE LA WEB SEMANTICA,20482,1942,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,B.DATOS Y SIST. DE INFORMACION,4647,GESTION DE LA INFORMACION,43652,GP2,G,4
"BASICO-TEC,TECNICAS E INTEG.",3215,B.DATOS Y SIST. DE INFORMACION,4647,GESTION Y TECNOL. DE PROCESOS DE NEGOCIO,43651,GP1,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,B.DATOS Y SIST. DE INFORMACION,4647,INGENIERIA DE ONTOLOGIAS,66001,2418,G,6
"BASICO-TEC,TECNICAS E INTEG.",3215,B.DATOS Y SIST. DE INFORMACION,4647,INT. AL MIDDLEWARE,20480,1936,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,B.DATOS Y SIST. DE INFORMACION,4647,INT. AL MIDDLEWARE,38092,1948,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,B.DATOS Y SIST. DE INFORMACION,4647,INT. A LOS SIST. DE INFOR. GEOGRAFICA,20467,1926,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,B.DATOS Y SIST. DE INFORMACION,4647,INTEGRACION DE DATOS,64563,1867,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,B.DATOS Y SIST. DE INFORMACION,4647,INTEGRACION DE DATOS,20483,1941,G,8
"BASICO-TEC,TECNICAS E INTEG.",3215,B.DATOS Y SIST. DE INFORMACION,4647,INTEROPERABILIDAD,20456,1919,G,13
"BASICO-TEC,TECNICAS E INTEG.",3215,B.DATOS Y SIST. DE INFORMACION,4647,INTEROPERABILIDAD SEMANTICA,20472,1934,G,11
"BASICO-TEC,TECNICAS E INTEG.",3215,B.DATOS Y SIST. DE INFORMACION,4647,METADATA EN SISTEMAS DE INFORMACION,20474,1932,G,13
"BASICO-TEC,TECNICAS E INTEG.",3215,B.DATOS Y SIST. DE INFORMACION,4647,PROCESAMIENTO DE DATOS I (P. 74),19221,CP378,G,15
"BASICO-TEC,TECNICAS E INTEG.",3215,B.DATOS Y SIST. DE INFORMACION,4647,RECUPERACION DE INF. Y RECOMEND. EN LA WEB (WIR),20478,1938,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,B.DATOS Y SIST. DE INFORMACION,4647,SEMINARIO RECUP.DE INF.Y REC.EN LA WEB,20485,1943,G,6
"BASICO-TEC,TECNICAS E INTEG.",3215,B.DATOS Y SIST. DE INFORMACION,4647,SISTEMAS DE INFORMACION EN SALUD,20479,1937,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,B.DATOS Y SIST. DE INFORMACION,4647,SISTEMAS DE INFORMACION PARA EL ANALISIS DE GRANDES VOLUMENES DE DATOS,57655,1781,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,B.DATOS Y SIST. DE INFORMACION,4647,SISTEMAS MULTIFUENTES,20475,1931,G,13
"BASICO-TEC,TECNICAS E INTEG.",3215,B.DATOS Y SIST. DE INFORMACION,4647,TALLER DE LENG.Y TEC.DE LA WEB SEMANTICA,37736,1947,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,B.DATOS Y SIST. DE INFORMACION,4647,TECNICAS AVANZADAS PARA LA GEST. DE SIST. DE INF.,20473,1933,G,15
"BASICO-TEC,TECNICAS E INTEG.",3215,B.DATOS Y SIST. DE INFORMACION,4647,TECNICAS AVANZADAS PARA LA GEST. DE SIST. DE INF.,20454,1917,G,12
"BASICO-TEC,TECNICAS E INTEG.",3215,B.DATOS Y SIST. DE INFORMACION,4647,WEB Y BASE DE DATOS,20466,1929,G,6
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,CREDITOS ASIGNADOS POR REVALIDA,37929,A28,G,28
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,CREDITOS ASIGNADOS POR REVALIDA,57000,BTI33,G,33
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,CREDITOS ASIGNADOS POR REVALIDA,56998,BTI23,G,23
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,CREDITOS ASIGNADOS POR REVALIDA,56993,BTI31,G,31
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,CREDITOS ASIGNADOS POR REVALIDA,37932,AA28,G,28
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,CREDITOS ASIGNADOS POR REVALIDA,37931,A028,G,28
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,CREDITOS ASIGNADOS POR REVALIDA,38209,BT28,G,28
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,CREDITOS ASIGNADOS POR REVALIDA,20229,AT10,G,10
"BASICO-TEC,TECNICAS E INTEG.",3215,"A.INTEG,TALLERES,PASANT.Y PROY",4756,CREDITOS ASIGNADOS POR REVALIDA,21122,AT3,G,3
